,HY_metros_totales,HY_num_banos,HY_num_terrazas,HY_trastero,HY_num_garajes,HY_precio,% Descuento,IDEA_area,IDEA_poblacion,IDEA_densidad,IDEA_pc_1960,IDEA_pc_1960_69,IDEA_pc_1970_79,IDEA_pc_1980_89,IDEA_pc_1990_99,IDEA_pc_2000_10,IDEA_pc_comercio,IDEA_pc_industria,IDEA_pc_oficina,IDEA_pc_otros,IDEA_pc_residencial,IDEA_pc_trast_parking,IDEA_ind_tienda,IDEA_ind_turismo,IDEA_ind_alimentacion,IDEA_ind_riqueza,IDEA_rent_alquiler,IDEA_ind_elasticidad,IDEA_ind_liquidez,IDEA_unitprice_sale_residential,IDEA_price_sale_residential,IDEA_stock_sale_residential,IDEA_demand_sale_residential,IDEA_unitprice_rent_residential,IDEA_price_rent_residential,IDEA_stock_rent_residential,IDEA_demand_rent_residential,GA_page_views,GA_mean_bounce,GA_exit_rate,TARGET,num_images,image_brightness,piscina,has_image,Num_anun_pro,Num_anunciosCP,im_size,bordes,descr_len,has_description,active_week,indicador_demanda_zona,diff_precio_zona,HY_tipo_Almacén,HY_tipo_Casa de pueblo,HY_tipo_Chalet,HY_tipo_Garaje,HY_tipo_Local,HY_tipo_Nave,HY_tipo_Oficina,HY_tipo_Otro,HY_tipo_Piso,HY_tipo_Solar,HY_tipo_Trastero
52,34.16,0,0,0,0,7400.0,0.0,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,11,20.0,20.0,69.2,4.0,0.5856307189542485,0,1,1768.0,243,262217.5,641.75,180.0,1,26,92.93,-0.9981455922073067,0,0,0,1,0,0,0,0,0,0,0
53,89.67,2,0,0,0,107000.0,-9.32,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,332,8.15,7.76,30.04,7.0,0.5945158730158732,0,1,1768.0,243,262295.71428571426,585.0,856.0,1,46,101.14,-0.9904573577041833,0,0,0,0,0,0,0,0,1,0,0
54,121.35,2,0,0,0,109000.0,-9.17,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,153,10.53,10.79,71.35,7.0,0.5945158730158732,0,1,1768.0,243,262295.71428571426,585.0,857.0,1,44,101.14,-0.9928167868428327,0,0,0,0,0,0,0,0,1,0,0
55,89.67,2,0,0,0,107000.0,-9.32,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,21,9.09,12.12,34.49,7.0,0.5945158730158732,0,1,1768.0,243,262295.71428571426,585.0,856.0,1,38,101.14,-0.9904573577041833,0,0,0,0,0,0,0,0,1,0,0
56,118.03,2,0,0,0,149000.0,-9.15,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,101,32.35,29.25,64.75,7.0,0.5945158730158732,0,1,1768.0,243,262295.71428571426,585.0,859.0,1,45,101.14,-0.9899045449822106,0,0,0,0,0,0,0,0,1,0,0
57,12.12,0,0,0,0,7600.0,0.0,1234.1,2493.0,2.02,0.0,0.0,0.0,0.0,0.11,0.89,0.01,0.0,0.0,0.03,0.49,0.48,0.0,0.0,0.0,0.14,5.55,1.0,-1.0,960.83,181525.88,1470.0,49.24,4.42,620.09,150.0,51.11,30,6.25,16.04,45.6,6.0,0.4249337327523602,0,1,1768.0,164,188873.16666666663,670.1666666666666,380.0,1,35,100.35,-0.9965456016174078,0,0,0,1,0,0,0,0,0,0,0
58,58.0,0,0,0,0,12800.0,0.0,989.5,10648.0,10.76,0.0,0.0,0.12,0.13,0.23,0.51,0.03,0.0,0.0,0.03,0.58,0.35,0.2,0.6,0.2,0.2,6.73,3.0,-1.0,697.2,80227.29,1248.0,49.97,4.59,463.5,27.0,51.67,87,32.35,19.79,25.87,2.0,0.4113213507625272,0,1,1768.0,243,139968.0,763.5,143.0,1,45,101.64,-0.9972491946920752,0,0,0,1,0,0,0,0,0,0,0
59,49.92,0,0,0,0,9800.0,0.0,989.5,10648.0,10.76,0.0,0.0,0.12,0.13,0.23,0.51,0.03,0.0,0.0,0.03,0.58,0.35,0.2,0.6,0.2,0.2,6.73,3.0,-1.0,697.2,80227.29,1248.0,49.97,4.59,463.5,27.0,51.67,23,14.29,14.29,25.45,2.0,0.4113213507625272,0,1,1768.0,243,139968.0,763.5,143.0,1,44,101.64,-0.997553025877303,0,0,0,1,0,0,0,0,0,0,0
60,66.18,1,0,0,1,64700.0,-9.13,989.5,10648.0,10.76,0.0,0.0,0.12,0.13,0.23,0.51,0.03,0.0,0.0,0.03,0.58,0.35,0.2,0.6,0.2,0.2,6.73,3.0,-1.0,697.2,80227.29,1248.0,49.97,4.59,463.5,27.0,51.67,67,0.0,15.86,56.7,7.0,0.4457838468720822,0,1,1768.0,243,261128.85714285716,572.0,879.0,1,42,101.64,-0.9878141621353244,0,0,0,0,0,0,0,0,1,0,0
61,91.59,2,0,0,0,59900.0,-9.1,989.5,10648.0,10.76,0.0,0.0,0.12,0.13,0.23,0.51,0.03,0.0,0.0,0.03,0.58,0.35,0.2,0.6,0.2,0.2,6.73,3.0,-1.0,697.2,80227.29,1248.0,49.97,4.59,463.5,27.0,51.67,522,14.49,13.07,75.2,8.0,0.5006320806100218,0,1,1768.0,243,244726.5,682.375,934.0,1,43,101.64,-0.9918481413425388,0,0,0,0,0,0,0,0,1,0,0
62,91.34,2,0,0,0,60300.0,-9.049999999999999,989.5,10648.0,10.76,0.0,0.0,0.12,0.13,0.23,0.51,0.03,0.0,0.0,0.03,0.58,0.35,0.2,0.6,0.2,0.2,6.73,3.0,-1.0,697.2,80227.29,1248.0,49.97,4.59,463.5,27.0,51.67,223,19.78,21.11,61.01,9.0,0.4908109416606149,0,1,1768.0,243,238368.0,649.1111111111112,941.0,1,45,101.64,-0.991771244043601,0,0,0,0,0,0,0,0,1,0,0
63,110.98,2,0,0,0,71000.0,-9.09,989.5,10648.0,10.76,0.0,0.0,0.12,0.13,0.23,0.51,0.03,0.0,0.0,0.03,0.58,0.35,0.2,0.6,0.2,0.2,6.73,3.0,-1.0,697.2,80227.29,1248.0,49.97,4.59,463.5,27.0,51.67,204,14.02,19.57,98.56,8.0,0.5006320806100218,0,1,1768.0,243,244726.5,682.375,941.0,1,45,101.64,-0.9920257195426302,0,0,0,0,0,0,0,0,1,0,0
64,9.9,0,0,0,0,6500.0,-10.96,989.5,10648.0,10.76,0.0,0.0,0.12,0.13,0.23,0.51,0.03,0.0,0.0,0.03,0.58,0.35,0.2,0.6,0.2,0.2,6.73,3.0,-1.0,697.2,80227.29,1248.0,49.97,4.59,463.5,27.0,51.67,44,0.0,13.64,17.02,4.0,0.5800008169934641,0,1,1768.0,243,290608.0,845.75,174.0,1,41,101.64,-0.9918161805469728,0,0,0,1,0,0,0,0,0,0,0
65,55.72,1,0,0,1,49100.0,-10.4,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,3.0,0.0,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,68,0.0,2.94,39.11,10.0,0.5118151416122004,0,1,1768.0,164,246242.5,637.8,1304.0,1,37,103.13,-0.991767722847205,0,0,0,0,0,0,0,0,1,0,0
66,73.5,1,0,0,1,54700.0,-10.33,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,3.0,0.0,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,91,5.0,10.33,74.0,10.0,0.5039454248366013,0,1,1768.0,164,222341.5,769.9,1326.0,1,41,103.13,-0.9930473625067351,0,0,0,0,0,0,0,0,1,0,0
67,54.31,1,0,0,1,46900.0,-10.33,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,3.0,0.0,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,5,25.0,25.0,37.12,10.0,0.5118151416122004,0,1,1768.0,164,246242.5,637.8,1304.0,1,38,103.13,-0.9919324319239478,0,0,0,0,0,0,0,0,1,0,0
68,62.58,1,0,0,1,41400.0,-9.01,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,3.0,0.0,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,131,6.25,26.81,59.13,10.0,0.4990384531590414,0,1,1768.0,164,223493.0,785.0,1326.0,1,43,103.13,-0.9938196313462443,0,0,0,0,0,0,0,0,1,0,0
69,55.85,1,0,0,1,42400.0,0.0,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,3.0,0.0,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,165,34.21,34.91,158.22,10.0,0.5039454248366013,0,1,1768.0,164,222341.5,769.9,1326.0,1,44,103.13,-0.992907615402313,0,0,0,0,0,0,0,0,1,0,0
70,69.32,1,0,0,1,52800.0,-10.36,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,3.0,0.0,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,17,11.11,33.33,13.17,10.0,0.4970204793028323,0,1,1768.0,164,223493.0,776.3,1326.0,1,36,103.13,-0.992884179777261,0,0,0,0,0,0,0,0,1,0,0
71,69.32,1,0,0,1,54800.0,-10.459999999999999,304.97,2131.0,6.99,0.0,0.0,0.06,0.18,0.23,0.53,0.01,0.01,0.0,0.02,0.52,0.43,1.0,0.0,0.0,0.15,6.16,3.0,0.0,739.83,107041.06,774.0,49.66,3.13,312.17,6.0,53.47,16,10.0,40.0,19.08,10.0,0.5124193899782135,0,1,1768.0,164,227138.5,797.6,1326.0,1,37,103.13,-0.9926146411324601,0,0,0,0,0,0,0,0,1,0,0
72,48.53,0,0,0,0,9400.0,-4.08,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,8,14.29,14.29,17.43,2.0,0.581681917211329,0,1,1768.0,243,213233.0,881.0,165.0,1,19,92.93,-0.9983419067618665,0,0,0,1,0,0,0,0,0,0,0
73,36.38,0,0,0,0,8500.0,-3.4099999999999997,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,2,0.0,50.0,1.5,2.0,0.581681917211329,0,1,1768.0,243,213233.0,881.0,165.0,1,7,92.93,-0.9979999188495075,0,0,0,1,0,0,0,0,0,0,0
74,34.62,0,0,0,0,8100.0,-3.5700000000000003,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,3,0.0,0.0,11.25,2.0,0.581681917211329,0,1,1768.0,243,213233.0,881.0,165.0,1,5,92.93,-0.9979971457733888,0,0,0,1,0,0,0,0,0,0,0
75,22.22,0,0,0,0,5200.0,-3.6999999999999997,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,2,0.0,0.0,42.0,2.0,0.581681917211329,0,1,1768.0,243,213233.0,881.0,165.0,1,1,92.93,-0.9979966783939981,0,0,0,1,0,0,0,0,0,0,0
76,42.98,0,0,0,0,10000.0,-3.85,1304.08,8367.0,4.26,0.01,0.01,0.1,0.14,0.18,0.46,0.02,0.0,0.0,0.03,0.54,0.39,0.23,0.26,0.2,0.14,5.31,3.0,0.0,933.06,116817.69,999.0,49.21,4.59,447.69,45.0,51.4,1,0.0,0.0,8.0,2.0,0.581681917211329,0,1,1768.0,243,213233.0,881.0,165.0,1,0,92.93,-0.9980082951781973,0,0,0,1,0,0,0,0,0,0,0
77,34.45,0,0,0,0,8000.0,-3.61,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,41,4.55,3.03,32.53,2.0,0.581681917211329,0,1,1768.0,243,213233.0,881.0,165.0,1,33,101.14,-0.9981429106581862,0,0,0,1,0,0,0,0,0,0,0
78,49.74,0,0,0,0,9700.0,-3.0,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,2,0.0,0.0,34.0,2.0,0.581681917211329,0,1,1768.0,243,213233.0,881.0,165.0,1,20,101.14,-0.9984404547147486,0,0,0,1,0,0,0,0,0,0,0
79,81.15,2,0,0,0,79100.0,0.0,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,235,11.36,5.88,28.2,7.0,0.4548845315904139,0,1,1768.0,243,226306.57142857145,579.5714285714286,960.0,1,46,101.14,-0.9922049304205238,0,0,0,0,0,0,0,0,1,0,0
80,85.55,2,0,0,0,77500.0,-9.04,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,53,0.0,9.96,64.92,7.0,0.4548845315904139,0,1,1768.0,243,226306.57142857145,579.5714285714286,960.0,1,43,101.14,-0.9927554114458282,0,0,0,0,0,0,0,0,1,0,0
81,82.24,2,0,0,0,81600.0,0.0,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,22,0.0,1.28,45.59,8.0,0.4543382352941176,0,1,1768.0,243,392553.25,624.625,960.0,1,35,101.14,-0.9920651431928508,0,0,0,0,0,0,0,0,1,0,0
82,80.78,2,0,0,0,81500.0,0.0,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,31,6.25,13.75,52.54,7.0,0.4548845315904139,0,1,1768.0,243,226306.57142857145,579.5714285714286,960.0,1,40,101.14,-0.9919316301717982,0,0,0,0,0,0,0,0,1,0,0
83,83.97,2,0,0,0,82400.0,0.0,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,15,0.0,3.12,31.82,7.0,0.4548845315904139,0,1,1768.0,243,226306.57142857145,579.5714285714286,960.0,1,37,101.14,-0.9921524318613492,0,0,0,0,0,0,0,0,1,0,0
84,83.52,2,0,0,0,80300.0,0.0,460.08,17800.0,38.69,0.0,0.0,0.05,0.18,0.18,0.58,0.04,0.0,0.0,0.03,0.54,0.39,0.35,0.59,0.06,0.1,5.46,3.0,0.0,964.07,125045.47,3168.0,49.55,5.29,403.4,255.0,51.59,13,0.0,0.0,17.36,7.0,0.4548845315904139,0,1,1768.0,243,226306.57142857145,579.5714285714286,960.0,1,36,101.14,-0.9923112259872088,0,0,0,0,0,0,0,0,1,0,0
85,59.0,1,0,0,0,42200.0,-9.049999999999999,1234.1,2493.0,2.02,0.0,0.0,0.0,0.0,0.11,0.89,0.01,0.0,0.0,0.03,0.49,0.48,0.0,0.0,0.0,0.14,5.55,1.0,-1.0,960.83,181525.88,1470.0,49.24,4.42,620.09,150.0,51.11,1226,23.03,11.5,65.88,7.0,0.4607413632119515,0,1,1768.0,164,318735.2857142857,826.8571428571429,788.0,1,46,100.35,-0.9960597671401558,0,0,0,0,0,0,0,0,1,0,0
86,78.41,1,0,0,0,61500.0,0.0,106.55,3974.0,37.3,0.0,0.0,0.08,0.22,0.17,0.52,0.02,0.0,0.0,0.05,0.58,0.33,0.2,0.7,0.1,0.14,4.46,3.0,0.0,1140.59,169722.41,645.0,49.22,5.31,574.14,111.0,50.62,21,23.08,48.08,49.28,7.0,0.4605126050420169,0,1,1768.0,243,367776.0,546.1428571428571,890.0,1,32,99.84,-0.9953786967065543,0,0,0,0,0,0,0,0,1,0,0
87,78.41,1,0,0,0,64000.0,0.0,1387.4,6904.0,4.98,0.0,0.0,0.1,0.2,0.13,0.57,0.03,0.0,0.0,0.07,0.56,0.34,0.15,0.54,0.31,0.16,4.31,5.0,0.0,1412.47,191909.21,2550.0,49.06,5.96,436.92,618.0,51.39,27,42.86,48.81,93.8,7.0,0.4684344849050731,0,1,1768.0,243,277175.85714285716,562.8571428571429,864.0,1,32,100.45,-0.9957468303860476,0,0,0,0,0,0,0,0,1,0,0
88,18.0,0,0,0,0,5000.0,0.0,260.96,11694.0,44.81,0.0,0.0,0.13,0.2,0.17,0.5,0.02,0.0,0.0,0.05,0.55,0.38,0.0,0.75,0.25,0.2,4.17,3.0,0.0,1447.13,266257.65,2028.0,49.67,5.82,774.08,366.0,51.52,82,23.7,23.53,76.14,10.0,0.5036596949891068,0,1,1768.0,130,762480.0,533.6,124.0,1,36,101.19,-0.9989567331576097,0,0,0,1,0,0,0,0,0,0,0
89,79.41,1,0,0,0,41200.0,-9.049999999999999,491.81,7049.0,14.33,0.0,0.0,0.03,0.21,0.25,0.5,0.02,0.0,0.01,0.01,0.54,0.41,0.86,0.0,0.14,0.17,6.77,3.0,0.0,738.85,94896.59,969.0,49.29,4.13,486.43,30.0,50.94,1043,19.59,10.15,48.06,6.0,0.43498801742919385,0,1,1768.0,164,565520.0,553.6666666666666,851.0,1,46,100.22999999999999,-0.9945327187806313,0,0,0,0,0,0,0,0,1,0,0
90,74.26,1,0,0,0,62800.0,-9.120000000000001,1304.08,8521.0,6.53,0.0,0.0,0.03,0.17,0.27,0.52,0.02,0.0,0.0,0.06,0.51,0.4,0.5,0.5,0.0,0.14,4.82,4.0,0.0,1068.02,144439.44,1995.0,49.12,4.2,598.08,189.0,52.02,1549,42.54,15.55,65.43,6.0,0.5376851851851852,1,1,1768.0,130,588363.3333333335,671.3333333333334,764.0,1,46,101.14,-0.9941451078053759,0,0,0,0,0,0,0,0,1,0,0
91,53.01,0,0,0,0,18500.0,-3.1399999999999997,1304.08,8521.0,6.53,0.0,0.0,0.03,0.17,0.27,0.52,0.02,0.0,0.0,0.06,0.51,0.4,0.5,0.5,0.0,0.14,4.82,4.0,0.0,1068.02,144439.44,1995.0,49.12,4.2,598.08,189.0,52.02,20,9.09,12.12,175.09,10.0,0.4186306100217865,0,1,1768.0,130,81485.3,561.7,379.0,1,44,101.14,-0.9975838264364564,0,0,0,1,0,0,0,0,0,0,0
92,7.15,0,0,0,0,1900.0,-9.520000000000001,989.5,10648.0,10.76,0.0,0.0,0.12,0.13,0.23,0.51,0.03,0.0,0.0,0.03,0.58,0.35,0.2,0.6,0.2,0.2,6.73,3.0,-1.0,697.2,80227.29,1248.0,49.97,4.59,463.5,27.0,51.67,62,14.67,17.2,166.31,2.0,0.4638992374727669,0,1,1768.0,243,147210.0,850.0,166.0,1,41,101.64,-0.9966877322450469,0,0,0,0,0,0,0,0,0,0,1
93,109.13,1,0,1,1,235000.0,0.0,4096.57,4111.0,1.0,0.05,0.05,0.12,0.25,0.21,0.32,0.01,0.04,0.0,0.19,0.56,0.2,0.0,0.57,0.43,0.33,5.89,3.0,0.0,1497.46,244946.87,864.0,49.23,6.62,1355.35,84.0,50.76,1582,45.45,36.47,97.83,9.0,0.4697142338416847,1,1,161.0,1,237172.1111111111,596.5555555555555,806.0,1,46,99.99,-0.9912087260659981,0,1,0,0,0,0,0,0,0,0,0
94,75.0,0,0,0,0,23500.0,-14.549999999999999,2662.46,432.0,0.16,0.39,0.39,0.09,0.03,0.04,0.06,0.01,0.01,0.0,0.06,0.4,0.52,0.0,1.0,0.0,0.09,5.06,5.0,0.0,1335.95,72110.0,33.0,44.72,5.89,616.31,90.0,48.21,232,10.85,7.42,31.92,4.0,0.3836516884531591,0,1,293.0,2,105459.0,984.5,393.0,1,46,92.93,-0.9956547866685158,0,1,0,0,0,0,0,0,0,0,0
95,90.0,1,1,0,0,129000.0,-20.86,361.79,2624.0,7.25,0.19,0.19,0.2,0.15,0.12,0.15,0.03,0.0,0.0,0.12,0.55,0.29,0.53,0.1,0.37,0.27,3.28,2.5,0.0,1822.81,334671.25,660.0,49.72,7.75,1133.0,162.0,51.97,1425,25.81,10.78,39.6,9.0,0.5166821592834665,0,1,73.0,3,201891.0,585.2222222222222,960.0,1,46,101.69,-0.9957171901281233,0,0,0,0,0,0,0,0,1,0,0
96,110.81,1,0,1,0,140000.0,-8.5,37.92,3562.0,93.95,0.19,0.19,0.26,0.06,0.05,0.24,0.04,0.01,0.0,0.03,0.51,0.41,0.71,0.0,0.29,0.24,4.29,2.5,0.0,1588.52,230867.94,375.0,49.97,8.36,564.0,27.0,53.02,1830,31.39,14.4,58.27,10.0,0.4963136165577342,0,1,73.0,2,114316.4,496.6,946.0,1,42,102.99000000000001,-0.9945275039976911,0,0,0,0,0,0,0,0,1,0,0
97,91.0,1,0,0,0,71900.0,-8.290000000000001,40.14,5825.0,145.12,0.27,0.27,0.09,0.07,0.08,0.22,0.04,0.01,0.02,0.04,0.48,0.42,0.5,0.12,0.37,0.15,6.53,3.0,0.0,1013.82,163963.33,369.0,49.5,5.62,568.82,90.0,51.45,1942,30.33,11.31,43.76,10.0,0.4086940087145969,0,1,161.0,2,177529.3,682.8,838.0,1,46,100.95,-0.9951811792910653,0,0,0,0,0,0,0,0,1,0,0
98,100.65,1,0,0,0,191000.0,0.0,203.42,23703.0,116.52,0.06,0.06,0.39,0.12,0.12,0.25,0.06,0.02,0.01,0.01,0.55,0.34,0.33,0.56,0.11,0.28,4.33,1.5,0.5,1881.34,270630.39,1470.0,50.53,9.25,991.79,207.0,51.95,70,46.67,56.87,146.03,4.0,0.3080468409586057,0,1,161.0,13,94964.0,587.0,1119.0,1,36,102.48,-0.9929879819618421,0,0,0,0,0,0,0,0,1,0,0
99,18.0,0,0,0,0,4000.0,0.0,10816.16,11551.0,1.07,0.16,0.16,0.09,0.14,0.12,0.34,0.02,0.01,0.0,0.15,0.47,0.34,0.24,0.35,0.41,0.11,5.83,4.0,-1.0,863.27,97941.67,1629.0,49.55,3.99,506.69,54.0,52.31,96,10.98,15.61,78.69,4.0,0.4571062091503268,0,1,293.0,3,480000.0,560.75,222.0,1,45,101.86,-0.9977310758309286,0,0,0,1,0,0,0,0,0,0,0
100,78.0,1,0,0,0,64600.0,-9.01,1204.31,18394.0,15.27,0.03,0.03,0.45,0.11,0.21,0.19,0.06,0.02,0.02,0.04,0.53,0.33,0.73,0.12,0.15,0.1,12.0,5.0,-1.0,1115.33,138146.73,1032.0,49.59,5.51,489.62,48.0,52.38,249,34.94,27.25,31.02,9.0,0.44074025659646576,0,1,293.0,10,449600.0,594.3333333333334,970.0,1,46,101.97,-0.9940048879318018,0,0,0,0,0,0,0,0,1,0,0
101,99.02,1,0,0,0,79600.0,-9.030000000000001,2452.28,5941.0,2.42,0.03,0.03,0.07,0.17,0.25,0.46,0.03,0.01,0.01,0.06,0.47,0.42,0.67,0.33,0.0,0.1,3.79,4.0,-1.0,950.96,155695.12,855.0,49.58,3.27,240.05,48.0,52.28,438,24.97,19.65,68.02,10.0,0.44422015250544666,0,1,293.0,16,296664.5,517.1,1418.0,1,46,101.86,-0.9948368452110539,0,0,0,0,0,0,0,0,1,0,0
102,81.0,1,1,0,0,62100.0,-29.830000000000002,124.56,30278.0,243.08,0.24,0.24,0.23,0.05,0.12,0.1,0.06,0.0,0.02,0.02,0.5,0.4,0.24,0.59,0.18,0.13,4.87,3.5,1.0,1034.75,136080.28,2490.0,49.67,6.8,616.31,513.0,52.31,88,60.92,58.2,29.54,9.0,0.5214676833696442,1,1,293.0,20,188535.77777777772,793.6666666666665,920.0,1,46,101.98,-0.9943660707733211,0,0,0,0,0,0,0,0,1,0,0
103,93.44,2,0,0,0,87300.0,-6.43,2508.98,6813.0,2.72,0.05,0.05,0.16,0.07,0.08,0.6,0.01,0.01,0.0,0.03,0.51,0.43,0.0,0.0,1.0,0.12,3.92,4.5,-1.0,1254.93,137915.5,1155.0,47.91,5.53,335.0,264.0,51.26,912,18.63,11.38,43.92,7.0,0.35179520697167754,0,1,293.0,4,233138.85714285716,646.8571428571429,940.0,1,46,99.16999999999999,-0.9932256390067712,0,0,0,0,0,0,0,0,1,0,0
104,82.74,1,0,0,0,45000.0,-9.09,64.54,5512.0,85.4,0.12,0.12,0.21,0.11,0.19,0.25,0.05,0.01,0.01,0.04,0.52,0.38,0.0,1.0,0.0,0.19,6.22,5.0,-1.0,684.14,81525.33,684.0,49.31,4.28,312.17,9.0,52.91,601,5.88,8.83,47.55,10.0,0.5407021786492374,0,1,293.0,16,268523.0,602.7,728.0,1,46,102.22,-0.9933287927655916,0,0,0,0,0,0,0,0,1,0,0
105,67.04,1,0,0,0,80500.0,-6.069999999999999,1056.22,10799.0,10.22,0.1,0.1,0.16,0.06,0.13,0.45,0.01,0.01,0.01,0.05,0.5,0.42,0.46,0.46,0.08,0.17,5.68,4.0,0.0,1124.41,188022.47,1299.0,49.97,5.67,1128.0,87.0,51.54,216,24.4,14.78,74.14,5.0,0.4158028322440087,0,1,293.0,20,43449.2,776.2,687.0,1,46,101.50999999999999,-0.9936136587487412,0,0,0,0,0,0,0,0,1,0,0
106,69.58,1,0,0,0,119000.0,-8.459999999999999,1036.87,16163.0,15.59,0.12,0.12,0.23,0.12,0.14,0.27,0.02,0.01,0.01,0.05,0.44,0.46,0.24,0.71,0.06,0.21,4.28,5.0,0.0,1244.09,226551.56,987.0,49.95,5.99,781.73,144.0,51.49,815,21.37,13.6,58.86,6.0,0.4280728031953522,0,1,293.0,10,259489.0,534.6666666666666,908.0,1,46,101.44,-0.9924508947569529,0,0,0,0,0,0,0,0,1,0,0
